2613033	GEE	generalized estimating equation
2613033	GLM	general linear model
2613033	GOLDN	Genetics of Lipid Lowering Drugs and Diet Network
2613033	HRH4	however that rs16940765
2613033	HWE	Hardy Weinberg-equilibrium
2613033	LA	Linoleic acid
2613033	LA	linoleic acid
2613033	LDL-C	low-density lipoprotein cholesterol
2613033	NHLBI	National Heart and Lung and Blood Institutes
2613033	PPARA	peroxisome proliferator activating receptor alpha
2613033	PROGENI	Program for Genetic Interactions
2613033	PUFA	Polyunsaturated fatty acids
2613033	TG	triglycerides
2613033	VLCFA	very long chain fatty acids
2633482	CRD	cone-rod dystrophy
2633482	CRX	cone-rod homeobox gene
2633482	LCA	Leber's congenital amaurosis
2633482	PCR	polymerase chain reaction
2633482	RDS	peripherin/rds
2633482	RP	retinitis pigmentosa
2633482	SSCP	Single strand conformation polymorphism
2633482	adCRD	autosomal dominant cone-rod dystrophy
2633482	adRP	autosomal dominant retinitis pigmentosa
2633482	arCRD	autosomal recessive cone-rod dystrophy
2633482	arRP	autosomal recessive retinitis pigmentosa
2633482	beta-PDE	beta-subunit of cGMP-phosphodiesterase
2652022	CHOP	C/EBP-homologous protein
2652022	D-MEM	Dulbeco's modified Eagles's medium
2652022	ER	Endoplasmic reticulum
2652022	ER	endoplasmic reticulum
2652022	ERAI	ER stress-activated indicator
2652022	ERAI	ER-stress-activated indicator
2652022	FBS	fetal bovine serum
2652022	GCL	ganglion cell layer
2652022	GFP	green fluorescent protein
2652022	INL	inner nuclear layer
2652022	IOP	intraocular pressure
2652022	IPL	inner plexiform layer
2652022	NMDA	N-methyl-D-aspartate
2652022	NO	nitric oxide
2652022	OCT	optimum cutting temperature
2652022	ONL	outer nuclear layer
2652022	PBS	phosphate-buffered saline
2652022	PDI	protein-disulphide isomerase
2652022	PI	propidium iodide
2652022	RGC	Retinal ganglion cell
2652022	RGC	retinal ganglion cell
2652022	TUNEL	TdT-mediated dUTP nick-end labeling
2652022	UPR	unfolded-protein response
2652022	eIF2alpha	eukaryotic initiation factor 2alpha
2652022	eIF2α	eukaryotic initiation factor 2α
2745424	ACT	Artemisinin-based combination therapy
2745424	ACT	artemisinin-based combination therapy
2745424	AHR	Adjusted Hazard Ratio
2745424	AL	and lumefantrine
2745424	AL	artemether-lumefantrine
2745424	AQ	amodiaquine
2745424	AS&AQ	Artesunate and amodiaquine
2745424	AS&AQ	artesunate and amodiaquine
2745424	AS+MQ	artesunate and mefloquine
2745424	AS+SP	artesunate and sulphadoxine-pyrimethamine
2745424	CQ+SP	chloroquine + SP
2745424	DP	dihydroartemisinin-piperaquine
2745424	DRC	Democratic Republic of Congo
2745424	GLURP	glutamate reach protein
2745424	IPD	Individual Patient Data
2745424	IPD	individual patient data
2745424	PCR	polymerase chain reaction
2745424	Q+CQ	quinine + chloroquine
2745424	SP	sulphadoxine-pyrimethamine
2745424	WARN	World Antimalarial Resistance Network
2745424	WARN	Worldwide Antimalarial Resistance Network
2745424	WHO	World Health Organization
2745424	mITT	modified intention-to-treat analysis
2797793	ABC	ABC-POD Elite
2797793	ANOVA	analysis of variance
2797793	DAB	3,3'-Diaminobenzidine
2797793	FGF	Fibroblast Growth Factors
2797793	FGFR	family of Growth Factor Receptors
2797793	MDA	malonyl-dialdheyde
2797793	MDA	malonyl-dihaldehyde
2797793	MDA	malonyl-dihaldeyde
2797793	MPO	anti-myeloperoxidase
2797793	PARP	Poly-ADP-Ribose-Polymerase
2797793	f.c.	final concentration
2880430	ABL	Acetylbritannilactone
2880430	ABL	acetylbritannilactone
2880430	DAPI	4,6-diamidino-2-phenylindole
2880430	DMEM	Dulbecco's modified Eagle's medium
2880430	EGFR	epidermal growth factor receptor
2880430	ELISA	enzyme-linked immunosorbent assay
2880430	ER	estrogen receptor
2880430	ERK	extracellular signal-regulated kinase
2880430	IAPs	inhibitors of apoptosis proteins
2880430	IGFR	insulin growth factor receptor
2880430	JNK	c-Jun NH2-terminal kinase
2880430	JNK	c-Jun-NH2-terminal kinase
2880430	MAP	mitogen-activated protein
2880430	MKK4	MAP kinase kinase 4
2880430	NBECs	Normal human breast epithelial cells
2880430	PARP	Poly ( ADP-ribose ) polymerase
2880430	PARP	Poly (ADP-ribose) polymerase
2880430	PBS	phosphate-buffered saline
2880430	PI	propidium iodide
2880430	SYK	spleen tyrosine kinase
2880430	siRNA	small interfering RNA
2902420	ATCC	American Type Culture Collection
2902420	Ab	antibodies
2902420	Cur	curcumin
2902420	GAS	gamma-activated sequence
2902420	GrB	granzyme B
2902420	IL 6	interleukin-6
2902420	IRF1	interferon-regulatory factor-1
2902420	NK	natural killer
2902420	PBMCs	Peripheral blood mononuclear cells
2902420	PBMCs	peripheral blood mononuclear cells
2902420	PI	propidium iodide
2902420	STAT3	signal transducer and activator of transcription-3
2902420	Stat3	signal transducer and activator of transcription 3
2902420	TMRE	Tetramethylrhodamine ethyl ester perchlorate
2902420	kDa	kilodaltons
2902420	pAkt	phosphorylated and total Akt
2952795	ATP	adenosine 5'-triphosphate
2952795	Bicinate	N-bis(2-hydroxyethyl)glycinate
2952795	Bicine	N-bis(2-hydroxyethyl) glycine
2952795	Bicine	N-bis(2-hydroxyethyl)glycine
2952795	Cd	CdII atoms
2952795	Ci-C12H22N6,	CdX2(Ci-C12H22N6)
2952795	MOF	metallo-organic framework
2952795	bicinate	N-bis(2-hydroxyethyl)glycinate
2952795	bicine	N,N-bis(2-hydroxyethyl)glycine
2952795	bicine	N-bis(2-hydroxyethyl)-glycine
2952795	bicine	N-bis(2-hydroxyethyl)glycine
2980163	SADABS	SMART APEXII CCD area-detector diffractometer Absorption correction: multi-scan
2987984	ANOVA	analysis of variance
2987984	AU	adduct level
2987984	AU	arbitrary units
2987984	BCIP	5-bromo-4-chloro-3-indolyl phosphate
2987984	BN	betel nut
2987984	BSA	bovine serum albumin
2987984	DMN	dimethylnitrosamine
2987984	IgG	ALP~IgG
2987984	NAD+	nicotinamide adenine dinucleotide
2987984	NBT	/nitroblue tetrazolium
2987984	NCM	nitrocellulose membrane
2987984	PAR	poly-ADP-ribosylation
2987984	PARG	Poly-ADP-ribose glycohydrolase
2987984	PARP	poly-ADP-ribose polymerase
2987984	PAb	Polyclonal antibody
2987984	PBL	peripheral blood lymphocyte
2987984	PBL	peripheral blood lymphocytes
2987984	PMSF	phenylmethanesulfonyl fluoride
2987984	RT	room temperature
2987984	TBS	tris buffered saline
2987984	WH	whole homogenate
3011812	SADABS	SMART CCD area-detector diffractometer Absorption correction: multi-scan
3033436	ACEI	Angiotensin-converting enzyme inhibitor
3033436	ADMA	Asymmetric dimethylarginine
3033436	ADMA	asymmetric dimethylarginine
3033436	ARB	angiotensin II receptor blocker
3033436	Abcam	antibodies for ICAM-1
3033436	BRB	blood-retinal barrier
3033436	BRCECs	bovine retinal capillary endothelial cells
3033436	DDAHs	dimethylarginine dimethylaminohydrolases
3033436	DPI	diphenyliodonium
3033436	DR	diabetic retinopathy
3033436	ECM	endothelial cell medium
3033436	ELISA	enzyme linked immunosorbent assay
3033436	FBS	fetal bovine serum
3033436	HRP	Horseradish peroxidase
3033436	HRP	horseradish peroxidase
3033436	ICAM-1	Intercellular adhesion molecule-1
3033436	ICAM-1	intercellular adhesion molecule-1
3033436	NAC	N-acetyl-l-cysteine
3033436	NADPH	nicotinamide-adenine dinucleotide phosphate
3033436	NO	nitric oxide
3033436	PBS	phosphate-buffered saline
3033436	PES	phenazine ethosulfate
3033436	PMS	phenazine methosulfate
3033436	PVDF	polyvinylidene difluoride
3033436	RAS	renin-angiotensin system
3033436	ROS	reactive oxygen species
3033436	RT	real-time
3033436	SDS-PAGE	sodium dodecyl sulfate polyacrylamide gel electropheresis
3033436	SDS–PAGE	sodium dodecyl sulfate polyacrylamide gel electropheresis
3033436	TBS	Tris-buffered saline
3033436	TBST	TBS with Tween-20
3033436	VEGF	Vascular endothelial growth factor
3039539	2-AA	2-aminobenzoic acid
3039539	BMP1	bone morphogenetic protein-1
3039539	C4S	chondroitin-4-sulfate
3039539	C6S	chondroitin-6-sulfate
3039539	DD	dentin dysplasia
3039539	DGI	dentinogenesis imperfecta
3039539	DMB	1,2-diamino-4,5-methylenedioxy-benzene
3039539	DMB	1,2-diamino-4,5-methyleneoxybenzene
3039539	DSP	dentin sialoprotein
3039539	DSPP	Dentin sialophosphoprotein
3039539	DSPP	dentin sialophosphoprotein
3039539	Dmp1	Dentin matrix protein 1
3039539	Dpp	Dentin Phosphoprotein
3039539	Dpp	Dentin phosphoprotein
3039539	Dpp	dentin phosphoprotein
3039539	Dsp	Dentin sialoprotein
3039539	Dsp	Dspp
3039539	Dsp	dentin sialoprotein
3039539	Dspp	Dentin Sialophosphoprotein
3039539	Dspp	Dentin sialophosphoprotein
3039539	Dspp	dentin sialophosphoprotein
3039539	GAG	glycosaminoglycan
3039539	HMW	high molecular weight
3039539	LMW	low molecular weight
3039539	LMW	lower molecular weight
3039539	NIDCR	National Institute of Dental and Craniofacial Research
3039539	PRP1	proline-rich protein-1
3039539	PS	phenol-sulphuric acid
3039539	PTM	posttranslational modification
3039539	PTMs	posttranslational modifications
3039539	Pk	peak
3039539	RIM	Residual insoluble material
3039539	RIM	residual insoluble material
3039539	RP-HPLC	reversed phase-high performance liquid chromatography
3039539	SCPP	secretory calcium-binding phosphoprotein
3039539	SDS-PAGE	sodium dodecyl sulfate-polyacrylamide gel electrophoresis
3039539	SE-HPLC	size exclusion-HPLC
3042382	BXR	benzoate X receptor
3042382	CA	cholic acid
3042382	CAR	constitutive androstane receptor
3042382	CDCA	chenodeoxycholic acid
3042382	CYP	cytochrome P450
3042382	DBD	DNA-binding domain
3042382	FXR	farnesoid X receptor
3042382	H392	His-392
3042382	HPLC	high-performance liquid chromatography
3042382	LBD	ligand-binding domain
3042382	LBP	ligand-binding pocket
3042382	LCA	Lithocholic acid
3042382	LCA	lithocholic acid
3042382	LXRs	liver X receptors
3042382	MOE	Molecular Operating Environment
3042382	NHRs	Nuclear hormone receptors
3042382	NTCP	Na+-taurocholate cotransporter
3042382	PXR	Pregnane X receptor
3042382	PXR	pregnane X receptor
3042382	RT	reverse transcription
3042382	SHP	small heterodimer partner
3042382	TCDCA	taurochenodeoxycholic acid
3042382	VDR	vitamin D receptor
3042382	chPXR	chicken PXR
3042382	chVDR	chicken VDR
3042382	hFXR	human FXR
3042382	hFXR	human FXRalpha
3042382	hFXR	human FXRα
3042382	hPXR	human PXR
3042382	hVDR	human VDR
3042382	hVDR	xlVDR/hVDRins
3042382	mVDR	mouse VDR
3042382	sl	sea lamprey
3042382	tn	Tetraodon
3042382	tnFXR	Tetraodon FXR
3042382	tnPXR	Tetraodon PXR
3042382	tnVDR	Tetraodon VDR
3042382	tnVDR	Tetraodon VDRalpha
3042382	tnVDR	Tetraodon VDRα
3042382	xlVDR	Xenopus laevis VDR
3042382	xlVDR	hVDR/xlVDRins
3042382	xlVDR/Δins	xlVDR: one lacking the insertion domain
3042382	zfFXR	zebrafish FXR
3042382	zfPXR	zebrafish PXR
3042382	zfVDRalpha	zebrafish VDRalpha
3042382	zfVDRα	zebrafish VDRα
3079694	5-FU	5-fluorouracil
3079694	ASCO	American Society of Clinical Oncology
3079694	CI	confidence interval
3079694	CapGem	capecitabine plus gemcitabine
3079694	CapOx	Capecitabine plus oxaliplatin
3079694	ECCO	European Cancer Conference
3079694	GOIRC	group for clinical research
3079694	IG	irinotecan-gemcitabine
3079694	KPS	Karnofsky performance status
3079694	LA/MPC	locally advanced and metastatic pancreatic adenocarcinoma
3079694	LV	5FU/leucovorin
3079694	MPA	metastatic pancreatic adenocarcinoma
3079694	MPC	metastatic pancreas cancer
3079694	NCCN	National Comprehensive Cancer Network
3079694	ORR	overall response rate
3079694	ORs	Odds ratios
3079694	ORs	one-year survival
3079694	ORs	or PFS
3079694	OS	ORs
3079694	OS	overall survival
3079694	PFS	progression-free survival
3079694	PS	performance status
3079694	QOL	quality of life
3079694	RR	response rate
3079694	WHO	World Health Organization
3079694	pts	patients
3127138	AChE	Acetylcholinesterase
3127138	AChE	acetylcholinesterase
3127138	BuChE	butyrycholinesterase
3127138	DTNB	5,5'-dithio-bis-2-nitrobenzoic acid
3127138	DTNB	5,5’-dithio-bis-2-nitrobenzoic acid
3127138	PBS	phosphate buffered saline
3179139	CN	casein nitrogen
3179139	EAA	Essential Amino-Acid
3179139	NCN	Non casein nitrogen
3179139	NEAA	Non-Essential Amino Acid
3179139	NPN	non protein nitrogen
3179139	NPN	nonprotein nitrogen
3179139	PN	protein nitrogen
3179139	TAA	total amino acids
3179139	TEAA	total essential amino acids
3179139	TEAA/TAA	total essential amino acids/total amino acids
3179139	TEAA/TNEAA	total essential amino acids/total non essential amino acids
3179139	TN	Total nitrogen
3179139	TN	total nitrogen
3179139	TNEAA	total non essential amino acids
3179139	TS	total solid
3179139	WPN	whey protein nitrogen
3192733	ANOVA	analysis of variance
3192733	CAPE	caffeic acid phenethyl ester
3192733	COX	cyclooxygenase
3192733	COX-2	cyclooxygenase-2
3192733	EGCG	-epigallocatechin-3-gallate
3192733	EMT	Epithelial-to-mesenchymal transition
3192733	PBS	phosphate-buffered saline
3192733	PG	prostaglandin
3192733	PGs	prostaglandins
3192733	TPA	12-O-tetradecanoylphorbol-13-acetate
3192733	UV	ultraviolet
3303869	BSA	bovine serum albumin
3303869	CDX	methyl-beta-cyclodextrin
3303869	CDX	methyl-β-cyclodextrin
3303869	DGC	dystrophin glycoprotein complex
3303869	EDL	extensor digitorum longus
3303869	FDB	flexor digitorum brevis
3303869	HA	hemagglutinin
3303869	MEM	minimal essential medium
3303869	PBS	phosphate buffered saline
3303869	Ps	pellets
3303869	SFV	Semliki Forest Virus
3303869	cav 3	caveolin 3
3317709	ABA	Abscisic Acid
3317709	ABA	Abscisic acid
3317709	ABA	abscisic acid
3317709	ABAC	ABA content
3317709	ANOVA	analysis of variance
3317709	BADH	betaine aldehyde dehydrogenase
3317709	BADHA	BADH activity
3317709	CC	choline content
3317709	CMO	choline monooxygenase
3317709	Cv	cultivar
3317709	DM	dry matter
3317709	DS	Drought stress
3317709	DS	drought stress
3317709	DW	dry weight
3317709	ELISA	enzyme-linked immunosorbent assay
3317709	FW	fresh weight
3317709	Flu	fluridone
3317709	GB	Glycinebetaine
3317709	GB	glycinebetaine
3317709	GBC	GB content
3317709	IR-DS	integrated root-zone DS
3317709	IR-DS	integrated root-zone drought stress
3317709	JD20	Jundan 20
3317709	MAB	monoclonal antibody
3317709	PEG	PEG-6000
3317709	PEG	polyethylene glycol
3317709	RWC	Relative water content
3317709	RWC	relative water content
3317709	SDW	shoot dry weights
3317709	TW	turgid weight
3317709	ZD958	Zhengdan 958
3335805	ANOVA	analysis of variance
3335805	Ad	Ad-cells
3335805	Ad	adenovirus
3335805	Ad/Tr	Ad/Tr-cells
3335805	Ad/Tr	adenovector expressing Tr gene
3335805	Ad/Tr-sups	Ad/Tr-cells supernatants
3335805	Ad/dl	Ad-dl703
3335805	Ad/dl	Ad/dl-cells
3335805	Ad/dl-sups	Ad/dl-cells supernatants
3335805	BSA	bovine serum albumin
3335805	CAVD	Collaboration for AIDS Vaccine Development
3335805	CSWs	commercial sex workers
3335805	CTC-VIMC	Comprehensive T Cell Vaccine Immune Monitoring Consortium
3335805	ECs	epithelial cells
3335805	ESI	elastase-specific inhibitor
3335805	Elafin	elastase-specific inhibitor
3335805	FBS	fetal bovine serum
3335805	FDC	four-disulfide core
3335805	FGT	female genital tract
3335805	HEC	human endometrial carcinoma
3335805	HIV	human immunodeficiency virus
3335805	HNE	human neutrophil elastase
3335805	HRP	horse-radish peroxidase
3335805	HSV	herpes simplex virus
3335805	IBL	IBL18781
3335805	IFN	interferon
3335805	III	Invitrogen Life Technologies
3335805	IPTG	isopropyl-beta-D-thiogalactopyranoside
3335805	IPTG	isopropyl-β-D-thiogalactopyranoside
3335805	ISGs	interferon-stimulated genes
3335805	LPS	lipopolysaccharide
3335805	MDA5	melanoma differentiation associated gene 5
3335805	NF-kappaB	NF-kappaB/Luc panel
3335805	NF-κB	NF-κB/Luc panel
3335805	OHTN	Ontario HIV Treatment Network
3335805	PAMPS	pathogen-associated molecular patterns
3335805	PBS	phosphate-buffered saline
3335805	PFU	plaque-forming units
3335805	PIA	Protease inhibition assay
3335805	PRRs	pattern-recognition receptors
3335805	RIG-I	retinoic acid inducible gene-I
3335805	SD	standard deviation
3335805	SKALP	Skin-derived antileukoproteinase
3335805	SKALPs	Skin-derived antileucoproteases
3335805	SLPI	secretory leukocyte protease inhibitor
3335805	SLPI	secretory leukocyte proteinase inhibitor
3335805	STIs	sexually transmitted infections
3335805	STIs	sexually-transmitted infections
3335805	TLR	Toll-like receptor
3335805	TLRs	Toll-like receptors
3335805	Tr	Ad/Tr-cells
3335805	Tr	Ad/Tr-sups
3335805	Tr	trappin-2
3335805	Tr/E	Tr and E
3335805	UT	Untreated
3335805	UT	untreated HEC-1A
3335805	VSV	Vesicular stomatitis virus
3335805	WAP	whey-acidic protein
3335805	WB	Western blot
3335805	aa	95-amino acids
3335805	c-Jun	ATF2/c-Jun
3335805	ctrl siRNA	control siRNA
3335805	dsRNA	double-stranded RNA
3335805	elafin	elastase-specific inhibitor
3335805	pIRF3	phosphorylated IRF3
3335805	pNF-kappaB	p65 subunit of NF-kappaB
3335805	pNF-κB	p65 subunit of NF-κB
3335805	polyI:C	polyinosine-polycytidylic acid
3335805	polyI∶C	polyinosine-polycytidylic acid
3335805	ps20	prostate stromal protein 20 kDa
3335805	rE	recombinant E
3335805	rRNA	ribosomal RNA
3335805	rTr	reference proteins, namely commercial 6xHis-Tr
3335805	rTr	reference proteins, namely commercial 6×His-Tr
3335805	tIRF3	total IRF3
3344191	SADABS	SMART APEXII CCD diffractometer Absorption correction: multi-scan
3344250	4-APS	4-Aminophenyl sulfone
3344250	BTDA	3,3',4,4'-benzophenontetra carboxylic dianhydride
3344250	BTDA	3,3′,4,4′-benzophenontetra carboxylic dianhydride
3344250	FTIR	Fourier transform infrared
3344250	FTIR	Fourier transform infrared spectroscopy
3344250	HCl	Hydrochloric acid
3344250	MMT	polyimide/montmorillonite
3344250	NMP	N-Methyl-2-pyrrolidinone
3344250	NMP	N-methyl-2-pyrrolidinone
3344250	PAA	poly(amic acid)
3344250	SEM	scanning electron microscope
3344250	SEM	scanning electron microscopy
3344250	TEOS	Tetraethyl orthosilicate
3344250	TEOS	tetraethoxysilane
3344250	TGA	thermogravimetric analysis
3344250	Td	thermal decomposition
3344250	XRD	X-ray diffraction
3382237	CONICET	Consejo Nacional de Investigaciones Cientificas y Tecnicas
3382237	CONICET	Consejo Nacional de Investigaciones Científicas y Técnicas
3382237	D-MEM	Dulbecco's Modified Eagle's Medium
3382237	D-MEM	Dulbecco’s Modified Eagle's Medium
3382237	EHEC	enterohaemorrhagic E. coli
3382237	EHEC	enterohemorrhagic E. coli
3382237	EPEC	enteropathogenic Escherichia coli
3382237	FBS	fetal bovine serum
3382237	GFP	green fluorescent protein
3382237	N-WASP	neural Wiscott-Aldrich syndrome protein
3382237	NTA	N-terminal acidic domain
3382237	NTA	N-terminal acidic region
3382237	P-ERK	anti-phospho-ERK
3382237	P-Src	anti-phospho-Src
3382237	P-cortactin	phosphoTyr421-cortactin
3382237	PBS	phosphate-buffered saline
3382237	PST	proline-serine-threonine-rich region
3382237	PV	parasitophorous vacuole
3382237	SD	S405,418D
3382237	SD	S405/418D
3382237	SECTyP	Secretaria de Ciencia, Tecnica y Posgrado
3382237	SECTyP	Secretaría de Ciencia, Técnica y Posgrado
3382237	SH3	Src homology 3
3382237	TTBS	Tween-Tris-buffered saline
3382237	VCA	Verprolin Cofilin Acidic domain
3382237	WASP	Wiskott-Aldrich syndrome protein
3382237	WT	wild type
3382237	WT	wild-type cortactin
3402399	ANXA1	Annexin A1
3402399	ANXA1	annexin A1
3402399	COX-2	cyclooxygenase-2
3402399	DSS	dextran sodium sulfate
3402399	DSS	dextran sulfate sodium
3402399	DSS	dextran sulphate sodium
3402399	EIA	Enzyme Immunoassay
3402399	EMSA	Electrophoretic Mobility Shift Assay
3402399	H&E	hematoxylin and eosin
3402399	IBD	Inflammatory bowel diseases
3402399	IBD	inflammatory bowel diseases
3402399	IP	intraperitoneally
3402399	IR	intrarectally
3402399	NSAID	non-steroidal anti-inflammatory drug
3402399	PGE2	prostaglandin E2
3402399	TNBS	2,4,6-trinitro benzene sulfonic acid
3402399	TNBS	trinitrobenzene sulfonic acid
3402399	cPLA2	Cytosolic Phospholipase A2
3402399	cPLA2	cytoplasmic phospholipase A2
3402399	cPLA2	cytosolic phospholipase A2
3404965	CCs	cold sensitive C fibres
3404965	CFA	Complete freunds adjuvant
3404965	CFA	complete Freund's adjuvant
3404965	CFA	complete Freund’s adjuvant
3404965	CV	conduction velocity
3404965	DRG	dorsal root ganglia
3404965	GalR3	galanin receptor 3
3404965	PKC	protein kinase C
3404965	PLC	phospholipase C
3404965	PSNI	partial saphenous nerve ligation injury
3404965	TRP	Transient Receptor Potential
